Time,Battery inverter (Average)1.Control.Imode_control.Pref,Battery inverter (Average)1.Control.Imode_control.Qref,EUT_Interface.Peut_o,EUT_Interface.Qeut_o,MS_S3.uG-P,MS_S3.uG-Q,Battery inverter (Average)1.Control.Imode_control.Idref,Battery inverter (Average)1.Control.Id_out,Battery inverter (Average)1.Control.Imode_control.Iqref,Battery inverter (Average)1.Control.Iq_out,Battery inverter (Average)1.Control.Vd,Battery inverter (Average)1.Control.Vq,EUT_Interface.ia_o,MS_S3.Van_Grid,EUT_Interface.va_o,MS_S2.IA_RMS_Load,MS_S2.Ia_Load,MS_S1.S1_fb,PCC_Control.CB_faults,PCC_Control.fault_vpu,PCC_Control.fault_fpu,PCC_Control.Fault,PCC_Control.GFL,EUT_Interface.Ieut_o,MS_S2.VAn_RMS_Load,Battery inverter (Average)1.Control.Vmode_control.Vt_ref,Battery inverter (Average)1.Control.Vmode_control.Id_ref,Battery inverter (Average)1.Control.Id,Battery inverter (Average)1.Control.wt_Imode,Battery inverter (Average)1.Control.wt_Vmode,MS_S3.Sfb,EUT_Interface.ib_o,EUT_Interface.ic_o,EUT_Interface.vb_o,EUT_Interface.vc_o,Battery inverter (Average)1.Control.Synch.f_match.f_diff,Battery inverter (Average)1.Control.Synch.phase_match.phase_diff,Battery inverter (Average)1.Control.Synch.wt_u,Battery inverter (Average)1.Control.Synch.wt_i,Battery inverter (Average)1.Control.wt_out,Battery inverter (Average)1.Control.Iq,Battery inverter (Average)1.Control.Synch.f_u,Battery inverter (Average)1.Control.Synch.f_i,Battery inverter (Average)1.Control.df_Switch.df_diff,Battery inverter (Average)1.Control.df_Switch.df_sync,Battery inverter (Average)1.Control.df_Switch.df_o,Battery inverter (Average)1.Control.df_Switch.Phase_Synch.dPh,Battery inverter (Average)1.Control.df_Switch.Phase_Synch.uPh,Battery inverter (Average)1.Control.Vmode_control.internal_frequency.inner_f,Battery inverter (Average)1.Control.Vmode_control.internal_frequency.inn_wt,Battery inverter (Average)1.Control.Imode_control.wt_out,Battery inverter (Average)1.Control.Imode_control.d_wt,Battery inverter (Average)1.Control.Imode_control.Default_A-IDM_APS.f_error,PCC_Control.d_2_f,Battery inverter (Average)1.Control.Imode_control.Default_A-IDM_APS.f_error_Limited,Battery inverter (Average)1.Control.Inv_Cab_SM.read_mode.Grid forming,Battery inverter (Average)1.Control.Synch.freq_lock,Battery inverter (Average)1.Control.Synch.phase_lock
1.4866,0.5,0.0,58084.29,9810.916,-1.5465965,-3.4220598e-08,0.50845945,0.5941848,-1.5263405e-09,-0.10040802,0.9833626,-2.9519487e-09,122.19545,0.0,318.07114,86.93998,-122.956535,0.0,0.0,0.0,1.10605,7.0,0.0,86.90219,227.06352,1.0,0.5959612,0.5959154,1.7115164,1.8662736,0.0,-57.06493,-65.130516,-120.01545,-198.0557,-0.0,-1.521226e-13,1.7115157,1.7115157,1.8662736,-0.061374076,1.0,1.0,-0.59860694,0.0,0.0,-0.15473227,-29.930382,1.0,1.8662736,1.7115164,7.2718876e-07,3.086285e-08,1.437642,3.086285e-08,1.0,1.0,1.0
1.4868,0.5,0.0,58084.727,9810.994,-1.5465965,-3.4220598e-08,0.5084578,0.59418666,-1.5310903e-09,-0.10040834,0.9833658,-2.9611538e-09,121.66231,0.0,314.61536,86.93998,-122.920425,0.0,0.0,0.0,1.10605,7.0,0.0,86.90219,227.06352,1.0,0.59596306,0.5959172,1.7743483,1.9291054,0.0,-50.16152,-71.50079,-101.068245,-213.54712,0.0,-1.5260696e-13,1.7743475,1.7743475,1.9291054,-0.061374255,1.0,1.0,-0.5987493,0.0,0.0,-0.15473227,-29.9375,1.0,1.9291054,1.7743483,7.2718876e-07,3.086285e-08,1.437842,3.086285e-08,1.0,1.0,1.0
1.487,0.5,0.0,58085.16,9811.073,-1.5465965,-3.4220598e-08,0.5084562,0.5941885,-1.535417e-09,-0.10040866,0.98336893,-2.9695408e-09,120.64902,0.0,309.9179,86.93998,-122.3992,0.0,0.0,0.0,1.10605,7.0,0.0,86.90219,227.06352,1.0,0.5959649,0.5959191,1.8371801,1.9919373,0.0,-43.0601,-77.58892,-81.72206,-228.19586,0.0,-1.5302775e-13,1.8371794,1.8371794,1.9919373,-0.061374463,1.0,1.0,-0.5988917,0.0,0.0,-0.15473227,-29.944618,1.0,1.9919373,1.8371801,7.2718876e-07,3.086285e-08,1.438042,3.086285e-08,1.0,1.0,1.0
1.4872,0.5,0.0,58085.594,9811.152,-1.5465965,-3.4220598e-08,0.50845456,0.59419036,-1.5342512e-09,-0.100408964,0.98337203,-2.9673048e-09,119.15958,0.0,303.99734,86.93998,-121.39492,0.0,0.0,0.0,1.10605,7.0,0.0,86.90219,227.06352,1.0,0.59596676,0.5959209,1.900012,2.054769,0.0,-35.788696,-83.37088,-62.053226,-241.9441,0.0,-1.5343693e-13,1.9000112,1.9000112,2.054769,-0.061374657,1.0,1.0,-0.599034,0.0,0.0,-0.15473227,-29.951736,1.0,2.054769,1.900012,7.2718876e-07,3.086285e-08,1.438242,3.086285e-08,1.0,1.0,1.0
1.4874,0.5,0.0,58086.027,9811.231,-1.5465965,-3.4220598e-08,0.50845295,0.5941922,-1.5299718e-09,-0.10040928,0.9833752,-2.9590475e-09,117.19985,0.0,296.87698,86.93998,-119.91154,0.0,0.0,0.0,1.10605,7.0,0.0,86.90219,227.06352,1.0,0.59596866,0.5959228,1.9628438,2.117601,0.0,-28.376005,-88.82385,-42.139374,-254.7376,-0.0,-1.5366504e-13,1.9628431,1.9628431,2.117601,-0.06137484,1.0,1.0,-0.59917635,0.0,0.0,-0.15473226,-29.958853,1.0,2.117601,1.9628438,7.2718876e-07,3.086285e-08,1.438442,3.086285e-08,1.0,1.0,1.0
1.4876,0.5,0.0,58086.46,9811.311,-1.5465965,-3.4220598e-08,0.5084513,0.5941941,-1.5354245e-09,-0.10040959,0.98337835,-2.9696121e-09,114.77758,0.0,288.58493,86.93998,-117.95491,0.0,0.0,0.0,1.10605,7.0,0.0,86.90219,227.06352,1.0,0.5959705,0.5959247,2.0256758,2.1804328,0.0,-20.85128,-93.9263,-22.05909,-266.52585,-0.0,-1.5401685e-13,2.025675,2.025675,2.1804328,-0.061375044,1.0,1.0,-0.5993187,0.0,0.0,-0.15473226,-29.965971,1.0,2.1804328,2.0256758,7.2718876e-07,3.086285e-08,1.438642,3.086285e-08,1.0,1.0,1.0
1.4878,0.5,0.0,58086.895,9811.389,-1.5465965,-3.4220598e-08,0.5084497,0.59419596,-1.5266356e-09,-0.10040992,0.98338145,-2.9526326e-09,111.90232,0.0,279.1539,86.93998,-115.53275,0.0,0.0,0.0,1.10605,7.0,0.0,86.90219,227.06352,1.0,0.59597236,0.5959265,2.0885074,2.2432647,0.0,-13.244217,-98.658104,-1.8916235,-277.26227,-0.0,-1.5412815e-13,2.0885067,2.0885067,2.2432647,-0.061375234,1.0,1.0,-0.5994611,0.0,0.0,-0.15473226,-29.97309,1.0,2.2432647,2.0885074,7.2718876e-07,3.086285e-08,1.438842,3.086285e-08,1.0,1.0,1.0
1.488,0.5,0.0,58087.33,9811.468,-1.5465965,-3.4220598e-08,0.50844806,0.5941978,-1.5287044e-09,-0.10041023,0.9833846,-2.9566527e-09,108.58541,0.0,268.62112,86.93998,-112.65463,0.0,0.0,0.0,1.10605,7.0,0.0,86.90219,227.06352,1.0,0.5959742,0.5959284,2.1513393,2.3060966,0.0,-5.5848374,-103.00057,18.283436,-286.90457,-0.0,-1.5411183e-13,2.1513386,2.1513386,2.3060966,-0.061375428,1.0,1.0,-0.5996034,0.0,0.0,-0.15473226,-29.980206,1.0,2.3060966,2.1513393,7.2718876e-07,3.086285e-08,1.439042,3.086285e-08,1.0,1.0,1.0
1.4882,0.5,0.0,58087.76,9811.547,-1.5465965,-3.4220598e-08,0.50844646,0.59419966,-1.5255907e-09,-0.10041055,0.98338777,-2.9506495e-09,104.83994,0.0,257.02817,86.93998,-109.33189,0.0,0.0,0.0,1.10605,7.0,0.0,86.90219,227.06352,1.0,0.59597605,0.5959303,2.2141712,2.3689284,0.0,2.096631,-106.93658,38.386463,-295.41464,0.0,-1.541712e-13,2.2141705,2.2141705,2.3689284,-0.061375614,1.0,1.0,-0.59974575,0.0,0.0,-0.15473226,-29.987324,1.0,2.3689284,2.2141712,7.2718876e-07,3.086285e-08,1.439242,3.086285e-08,1.0,1.0,1.0
1.4884,0.5,0.0,58088.195,9811.625,-1.5475873,3.5398994e-08,0.50844485,0.5942015,-1.5278893e-09,-0.10041086,0.98339087,-2.955114e-09,100.680695,0.0,244.42075,86.93998,-105.57764,0.0,0.0,0.0,1.10605,7.0,0.0,86.90219,227.06352,1.0,0.5959779,0.5959321,2.277003,2.4317603,0.0,9.769873,-110.45057,58.338127,-302.75888,0.0,-1.5459551e-13,2.2770023,2.2770023,2.4317603,-0.061375808,1.0,1.0,-0.59988815,0.0,0.0,-0.15473226,-29.994442,1.0,2.4317603,2.277003,7.2718876e-07,3.086285e-08,1.439442,3.086285e-08,1.0,1.0,1.0
1.4886,0.5,0.0,58088.63,9811.704,-1.5475873,3.5398994e-08,0.5084432,0.5942034,-1.5290557e-09,-0.100411184,0.983394,-2.9573888e-09,96.12408,0.0,230.84863,86.93998,-101.4067,0.0,0.0,0.0,1.10605,7.0,0.0,86.90219,227.06352,1.0,0.59597975,0.595934,2.339835,2.4945922,0.0,17.404606,-113.52869,78.05968,-308.9083,0.0,-1.556043e-13,2.3398342,2.3398342,2.4945922,-0.061375994,1.0,1.0,-0.6000305,0.0,0.0,-0.15473226,-30.00156,1.0,2.4945922,2.339835,7.2718876e-07,3.086285e-08,1.439642,3.086285e-08,1.0,1.0,1.0
1.4888,0.5,0.0,58089.062,9811.783,-1.5475873,3.5398994e-08,0.50844157,0.59420526,-1.5314572e-09,-0.10041149,0.9833972,-2.9620526e-09,91.18808,0.0,216.36537,86.93998,-96.835526,0.0,0.0,0.0,1.10605,7.0,0.0,86.90219,227.06352,1.0,0.5959816,0.5959359,2.4026668,2.557424,0.0,24.970697,-116.158775,97.47329,-313.83865,-0.0,-1.5622373e-13,2.402666,2.402666,2.557424,-0.061376207,1.0,1.0,-0.6001728,0.0,0.0,-0.15473226,-30.008677,1.0,2.557424,2.4026668,7.2718876e-07,3.086285e-08,1.439842,3.086285e-08,1.0,1.0,1.0
1.489,0.5,0.0,58089.496,9811.861,-1.5475873,3.5398994e-08,0.50843996,0.5942071,-1.5303456e-09,-0.10041181,0.9834003,-2.9599214e-09,85.892166,0.0,201.02812,86.93998,-91.882164,0.0,0.0,0.0,1.10605,7.0,0.0,86.90219,227.06352,1.0,0.59598345,0.5959377,2.4654987,2.620256,0.0,32.43829,-118.33045,116.502335,-317.53046,-0.0,-1.5637436e-13,2.465498,2.465498,2.620256,-0.061376393,1.0,1.0,-0.60031515,0.0,0.0,-0.15473224,-30.015795,1.0,2.620256,2.4654987,7.2718876e-07,3.086285e-08,1.440042,3.086285e-08,1.0,1.0,1.0
1.4892,0.5,0.0,58089.93,9811.94,-1.5475873,3.5398994e-08,0.50843835,0.59420896,-1.5342113e-09,-0.10041212,0.98340344,-2.9674172e-09,80.25724,0.0,184.89742,86.93998,-86.56615,0.0,0.0,0.0,1.10605,7.0,0.0,86.90219,227.06352,1.0,0.59598535,0.5959396,2.5283306,2.6830876,0.0,39.77791,-120.03514,135.07172,-319.96912,-0.0,-1.5634769e-13,2.5283298,2.5283298,2.6830876,-0.061376587,1.0,1.0,-0.60045755,0.0,0.0,-0.15473224,-30.022913,1.0,2.6830876,2.5283306,7.2718876e-07,3.086285e-08,1.440242,3.086285e-08,1.0,1.0,1.0
1.4894,0.5,0.0,58090.363,9812.019,-1.5475873,3.5398994e-08,0.50843674,0.5942108,-1.5302183e-09,-0.10041244,0.98340654,-2.959713e-09,74.30554,0.0,168.03688,86.93998,-80.908455,0.0,0.0,0.0,1.10605,7.0,0.0,86.90219,227.06352,1.0,0.5959872,0.5959414,2.5911624,2.7459195,0.0,46.960587,-121.26612,153.10815,-321.14502,-0.0,-1.5630838e-13,2.5911617,2.5911617,2.7459195,-0.06137678,1.0,1.0,-0.6005999,0.0,0.0,-0.15473224,-30.03003,1.0,2.7459195,2.5911624,7.2718876e-07,3.086285e-08,1.440442,3.086285e-08,1.0,1.0,1.0
1.4896,0.5,0.0,58090.797,9812.098,-1.5475873,3.5398994e-08,0.5084351,0.59421265,-1.534701e-09,-0.10041275,0.9834097,-2.9684024e-09,68.06055,0.0,150.51309,86.93998,-74.93142,0.0,0.0,0.0,1.10605,7.0,0.0,86.90219,227.06352,1.0,0.59598905,0.5959433,2.6539943,2.8087513,0.0,53.957977,-122.018524,170.54044,-321.05353,0.0,-1.5646135e-13,2.6539936,2.6539936,2.8087513,-0.06137695,1.0,1.0,-0.6007422,0.0,0.0,-0.15473224,-30.037148,1.0,2.8087513,2.6539943,7.2718876e-07,3.086285e-08,1.440642,3.086285e-08,1.0,1.0,1.0
1.4898,0.5,0.0,58091.23,9812.177,-1.5475873,3.5398994e-08,0.50843346,0.5942145,-1.5314207e-09,-0.10041308,0.9834128,-2.9620764e-09,61.546917,0.0,132.39517,86.93998,-68.65863,0.0,0.0,0.0,1.10605,7.0,0.0,86.90219,227.06352,1.0,0.5959909,0.5959452,2.716826,2.8715832,0.0,60.742462,-122.28938,187.2998,-319.69498,0.0,-1.5667978e-13,2.7168252,2.7168252,2.8715832,-0.061377153,1.0,1.0,-0.6008846,0.0,0.0,-0.15473224,-30.044266,1.0,2.8715832,2.716826,7.2718876e-07,3.086285e-08,1.440842,3.086285e-08,1.0,1.0,1.0
1.49,0.5,0.0,58091.664,9812.255,-1.5475873,3.5398994e-08,0.50843185,0.59421635,-1.5239743e-09,-0.10041338,0.98341596,-2.947692e-09,54.790348,0.0,113.75465,86.93998,-62.114834,0.0,0.0,0.0,1.10605,7.0,0.0,86.90219,227.06352,1.0,0.59599274,0.595947,2.7796578,2.934415,0.0,67.28727,-122.077614,203.32007,-317.0747,0.0,-1.5715391e-13,2.7796571,2.7796571,2.934415,-0.061377343,1.0,1.0,-0.60102695,0.0,0.0,-0.15473224,-30.051382,1.0,2.934415,2.7796578,7.2718876e-07,3.086285e-08,1.441042,3.086285e-08,1.0,1.0,1.0
1.4902,0.5,0.0,58092.094,9812.334,-1.5475873,3.5398994e-08,0.50843024,0.59421825,-1.5133708e-09,-0.1004137,0.98341906,-2.9272014e-09,47.8175,0.0,94.665054,86.93998,-55.32586,0.0,0.0,0.0,1.10605,7.0,0.0,86.90219,227.06352,1.0,0.5959946,0.5959489,2.8424897,2.997247,0.0,73.56656,-121.38406,218.53802,-313.2031,-0.0,-1.575411e-13,2.842489,2.842489,2.997247,-0.061377544,1.0,1.0,-0.6011693,0.0,0.0,-0.15473224,-30.0585,1.0,2.997247,2.8424897,7.2718876e-07,3.086285e-08,1.441242,3.086285e-08,1.0,1.0,1.0
1.4904,0.5,0.0,58092.527,9812.412,-1.5475873,3.5398994e-08,0.50842863,0.5942201,-1.50635e-09,-0.100414015,0.9834222,-2.9136404e-09,40.6559,0.0,75.201744,86.93998,-48.318493,0.0,0.0,0.0,1.10605,7.0,0.0,86.90219,227.06352,1.0,0.59599644,0.5959508,2.9053216,3.0600789,0.0,79.55556,-120.21146,232.89362,-308.09537,-0.0,-1.57662e-13,2.905321,2.905321,3.0600789,-0.06137774,1.0,1.0,-0.6013117,0.0,0.0,-0.15473224,-30.065619,1.0,3.0600789,2.9053216,7.2718876e-07,3.086285e-08,1.441442,3.086285e-08,1.0,1.0,1.0
1.4906,0.5,0.0,58092.96,9812.49,-1.5475873,3.5398994e-08,0.508427,0.59422195,-1.5046874e-09,-0.10041433,0.9834254,-2.9104428e-09,33.333797,0.0,55.441525,86.93998,-41.12039,0.0,0.0,0.0,1.10605,7.0,0.0,86.90219,227.06352,1.0,0.5959983,0.59595263,2.9681535,3.1229107,0.0,85.23062,-118.56442,246.33015,-301.7717,-0.0,-1.576592e-13,2.9681528,2.9681528,3.1229107,-0.06137793,1.0,1.0,-0.601454,0.0,0.0,-0.15473223,-30.072737,1.0,3.1229107,2.9681535,7.2718876e-07,3.086285e-08,1.441642,3.086285e-08,1.0,1.0,1.0
1.4908,0.5,0.0,58093.395,9812.569,-1.5475873,3.5398994e-08,0.50842535,0.5942238,-1.4983631e-09,-0.100414634,0.9834285,-2.8982283e-09,25.880098,0.0,35.46238,86.93998,-33.759964,0.0,0.0,0.0,1.10605,7.0,0.0,86.90219,227.06352,1.0,0.59600013,0.5959545,3.0309854,3.1857426,0.0,90.56935,-116.449455,258.79462,-294.25702,-0.0,-1.576373e-13,3.0309846,3.0309846,3.1857426,-0.061378125,1.0,1.0,-0.60159636,0.0,0.0,-0.15473223,-30.079853,1.0,3.1857426,3.0309854,7.2718876e-07,3.086285e-08,1.441842,3.086285e-08,1.0,1.0,1.0
1.491,0.5,0.0,58093.83,9812.647,-1.5475873,3.5398994e-08,0.50842375,0.59422565,-1.4993359e-09,-0.10041495,0.98343164,-2.9001286e-09,18.324217,0.0,15.343154,86.967606,-26.26625,0.0,0.0,0.0,1.10605,7.0,0.0,86.90219,227.13605,1.0,0.596002,0.5959563,3.0938172,3.2485743,0.0,95.55068,-113.8749,270.23782,-285.581,0.0,-1.5763341e-13,3.0938165,3.0938165,3.2485743,-0.06137832,1.0,1.0,-0.6017387,0.0,0.0,-0.15473223,-30.086971,1.0,3.2485743,3.0938172,7.2718876e-07,3.086285e-08,1.442042,3.086285e-08,1.0,1.0,1.0
1.4912,0.5,0.0,58094.258,9812.727,-1.5475873,3.5398994e-08,0.50842214,0.5942275,-1.5048306e-09,-0.10041527,0.98343474,-2.9107754e-09,10.69597,0.0,-4.83675,86.967606,-18.668833,0.0,0.0,0.0,1.10605,7.0,0.0,86.90219,227.13605,1.0,0.59600383,0.5959582,3.156649,3.3114061,0.0,100.154945,-110.850914,280.6146,-275.77786,0.0,-1.5784821e-13,3.1566484,3.1566484,3.3114061,-0.061378505,1.0,1.0,-0.6018811,0.0,0.0,-0.15473223,-30.09409,1.0,3.3114061,3.156649,7.2718876e-07,3.086285e-08,1.442242,3.086285e-08,1.0,1.0,1.0
1.4914,0.5,0.0,58094.69,9812.805,-1.5475873,3.5398994e-08,0.5084205,0.59422934,-1.5026479e-09,-0.10041558,0.98343784,-2.906572e-09,3.0254622,0.0,-24.997692,86.967606,-10.997688,0.0,0.0,0.0,1.10605,7.0,0.0,86.90219,227.13605,1.0,0.5960057,0.59596,3.219481,3.374238,0.0,104.36397,-107.389435,289.88397,-264.88626,0.0,-1.5802111e-13,3.2194803,3.2194803,3.374238,-0.061378706,1.0,1.0,-0.6020234,0.0,0.0,-0.15473223,-30.101206,1.0,3.374238,3.219481,7.2718876e-07,3.086285e-08,1.442442,3.086285e-08,1.0,1.0,1.0
1.4916,0.5,0.0,58095.125,9812.883,-1.5475873,3.5398994e-08,0.5084189,0.5942312,-1.5034752e-09,-0.10041589,0.983441,-2.9081908e-09,-4.657033,0.0,-45.060104,86.967606,-3.2830932,0.0,0.0,0.0,1.10605,7.0,0.0,86.90219,227.13605,1.0,0.5960075,0.59596187,3.2823129,3.43707,0.0,108.16114,-103.50411,298.00934,-252.94925,-0.0,-1.5786031e-13,3.2823122,3.2823122,3.43707,-0.061378896,1.0,1.0,-0.60216576,0.0,0.0,-0.15473223,-30.108324,1.0,3.43707,3.2823129,7.2718876e-07,3.086285e-08,1.442642,3.086285e-08,1.0,1.0,1.0
1.4918,0.5,0.0,58095.555,9812.962,-1.5475873,3.5398994e-08,0.5084173,0.59423304,-1.4982314e-09,-0.10041621,0.9834441,-2.898066e-09,-12.321197,0.0,-64.94482,86.967606,4.4445066,0.0,0.0,0.0,1.10605,7.0,0.0,86.90219,227.13605,1.0,0.5960094,0.5959638,3.3451445,3.4999018,0.0,111.53148,-99.21028,304.95868,-240.01387,-0.0,-1.5768085e-13,3.3451438,3.3451438,3.4999018,-0.061379083,1.0,1.0,-0.60230815,0.0,0.0,-0.15473223,-30.115442,1.0,3.4999018,3.3451445,7.2718876e-07,3.086285e-08,1.442842,3.086285e-08,1.0,1.0,1.0
1.492,0.5,0.0,58095.99,9813.04,-1.5475873,3.5398994e-08,0.5084157,0.59423494,-1.4948265e-09,-0.10041653,0.98344725,-2.8914982e-09,-19.93678,0.0,-84.57333,86.967606,12.154614,0.0,0.0,0.0,1.10605,7.0,0.0,86.90219,227.13605,1.0,0.5960112,0.59596556,3.4079764,3.5627337,0.0,114.46166,-94.52488,310.7045,-226.13116,-0.0,-1.5761498e-13,3.4079757,3.4079757,3.5627337,-0.061379272,1.0,1.0,-0.6024505,0.0,0.0,-0.15473223,-30.12256,1.0,3.5627337,3.4079764,7.2718876e-07,3.086285e-08,1.443042,3.086285e-08,1.0,1.0,1.0
1.4922,0.5,0.0,58096.42,9813.118,-1.5475873,3.5398994e-08,0.5084141,0.5942368,-1.4928128e-09,-0.10041684,0.98345035,-2.8876213e-09,-27.473732,0.0,-103.86821,86.967606,19.816801,0.0,0.0,0.0,1.10605,7.0,0.0,86.90219,227.13605,1.0,0.59601307,0.5959675,3.4708083,3.6255655,0.0,116.94014,-89.46641,315.22415,-211.35596,-0.0,-1.5761119e-13,3.4708076,3.4708076,3.6255655,-0.061379466,1.0,1.0,-0.6025928,0.0,0.0,-0.15473221,-30.129677,1.0,3.6255655,3.4708083,7.2718876e-07,3.086285e-08,1.443242,3.086285e-08,1.0,1.0,1.0
1.4924,0.5,0.0,58096.85,9813.197,-1.5475873,3.5398994e-08,0.5084124,0.59423864,-1.4933343e-09,-0.10041715,0.9834535,-2.8886484e-09,-34.902306,0.0,-122.75328,86.967606,27.400827,0.0,0.0,0.0,1.10605,7.0,0.0,86.90219,227.13605,1.0,0.5960149,0.5959693,3.5336401,3.6883974,0.0,118.95712,-84.05482,318.4998,-195.74652,0.0,-1.5748076e-13,3.5336394,3.5336394,3.6883974,-0.06137965,1.0,1.0,-0.60273516,0.0,0.0,-0.15473221,-30.136795,1.0,3.6883974,3.5336401,7.2718876e-07,3.086285e-08,1.443442,3.086285e-08,1.0,1.0,1.0
1.4926,0.5,0.0,58097.285,9813.275,-1.5475873,3.5398994e-08,0.5084108,0.5942404,-1.4939249e-09,-0.10041746,0.9834566,-2.889809e-09,-42.193176,0.0,-141.15402,86.967606,34.876762,0.0,0.0,0.0,1.10605,7.0,0.0,86.90219,227.13605,1.0,0.59601676,0.59597117,3.596472,3.7512293,0.0,120.50465,-78.31147,320.51846,-179.36446,0.0,-1.5726682e-13,3.5964713,3.5964713,3.7512293,-0.061379857,1.0,1.0,-0.60287756,0.0,0.0,-0.15473221,-30.143913,1.0,3.7512293,3.596472,7.2718876e-07,3.086285e-08,1.443642,3.086285e-08,1.0,1.0,1.0
1.4928,0.5,0.0,58097.715,9813.354,-1.5475873,3.5398994e-08,0.5084092,0.59424233,-1.4875449e-09,-0.100417785,0.9834598,-2.8774862e-09,-49.317577,0.0,-158.9978,86.967606,42.2151,0.0,0.0,0.0,1.10605,7.0,0.0,86.90219,227.13605,1.0,0.5960186,0.595973,3.659304,3.814061,0.0,121.5766,-72.259026,321.27222,-162.27441,0.0,-1.5717561e-13,3.6593032,3.6593032,3.814061,-0.061380055,1.0,1.0,-0.6030199,0.0,0.0,-0.15473221,-30.15103,1.0,3.814061,3.659304,7.2718876e-07,3.086285e-08,1.443842,3.086285e-08,1.0,1.0,1.0
1.493,0.5,0.0,58098.15,9813.432,-1.5475873,3.5398994e-08,0.5084076,0.5942442,-1.481837e-09,-0.10041809,0.98346287,-2.866463e-09,-56.24739,0.0,-176.2142,86.967606,49.38688,0.0,0.0,0.0,1.10605,7.0,0.0,86.90219,227.13605,1.0,0.59602046,0.59597486,3.7221358,3.8768928,0.0,122.168755,-65.921364,320.75806,-144.54385,0.0,-1.5705249e-13,3.722135,3.722135,3.8768928,-0.061380234,1.0,1.0,-0.6031622,0.0,0.0,-0.15473221,-30.158148,1.0,3.8768928,3.7221358,7.2718876e-07,3.086285e-08,1.444042,3.086285e-08,1.0,1.0,1.0
1.4932,0.5,0.0,58098.58,9813.51,-1.5475873,3.5398994e-08,0.508406,0.59424603,-1.4746535e-09,-0.10041841,0.98346597,-2.8525857e-09,-62.95526,0.0,-192.73526,86.967606,56.363796,0.0,0.0,0.0,1.10605,7.0,0.0,86.90219,227.13605,1.0,0.5960223,0.5959767,3.7849677,3.9397247,0.0,122.27876,-59.323505,318.97797,-126.24272,-0.0,-1.5670394e-13,3.784967,3.784967,3.9397247,-0.061380427,1.0,1.0,-0.6033046,0.0,0.0,-0.15473221,-30.165266,1.0,3.9397247,3.7849677,7.2718876e-07,3.086285e-08,1.444242,3.086285e-08,1.0,1.0,1.0
1.4934,0.5,0.0,58099.01,9813.589,-1.5475873,3.5398994e-08,0.5084044,0.5942479,-1.4652738e-09,-0.100418724,0.9834691,-2.8344593e-09,-69.41472,0.0,-208.49579,86.967606,63.118313,0.0,0.0,0.0,1.10605,7.0,0.0,86.90219,227.13605,1.0,0.59602416,0.5959786,3.8477995,4.002557,0.0,121.9062,-52.491478,315.93906,-107.44325,-0.0,-1.5637777e-13,3.8477988,3.8477988,4.002557,-0.06138061,1.0,1.0,-0.60344696,0.0,0.0,-0.15473221,-30.172384,1.0,4.002557,3.8477995,7.2718876e-07,3.086285e-08,1.444442,3.086285e-08,1.0,1.0,1.0
1.4936,0.5,0.0,58099.44,9813.667,-1.5475873,3.5398994e-08,0.50840276,0.5942497,-1.4610163e-09,-0.10041904,0.9834722,-2.8262415e-09,-75.600266,0.0,-223.43358,86.967606,69.62377,0.0,0.0,0.0,1.10605,7.0,0.0,86.90219,227.13605,1.0,0.596026,0.59598047,3.9106314,4.0653887,0.0,121.05251,-45.45225,311.65323,-88.219635,-0.0,-1.5604475e-13,3.9106307,3.9106307,4.0653887,-0.061380807,1.0,1.0,-0.6035893,0.0,0.0,-0.15473221,-30.1795,1.0,4.0653887,3.9106314,7.2718876e-07,3.086285e-08,1.444642,3.086285e-08,1.0,1.0,1.0
1.4938,0.5,0.0,58099.875,9813.745,-1.5475873,3.5398994e-08,0.50840116,0.5942516,-1.4579039e-09,-0.100419365,0.9834753,-2.8202387e-09,-81.48749,0.0,-237.48967,86.967606,75.8545,0.0,0.0,0.0,1.10605,7.0,0.0,86.90219,227.13605,1.0,0.59602785,0.5959823,3.973463,4.12822,0.0,119.72109,-38.2336,306.1374,-68.647736,0.0,-1.5563512e-13,3.9734623,3.9734623,4.12822,-0.061381012,1.0,1.0,-0.60373163,0.0,0.0,-0.1547322,-30.186619,1.0,4.12822,3.973463,7.2718876e-07,3.086285e-08,1.444842,3.086285e-08,1.0,1.0,1.0
1.494,0.5,0.0,58100.305,9813.823,-1.5475873,3.5398994e-08,0.50839955,0.5942534,-1.4592292e-09,-0.10041967,0.9834785,-2.8228204e-09,-87.053154,0.0,-250.60858,86.967606,81.7859,0.0,0.0,0.0,1.10605,7.0,0.0,86.90219,227.13605,1.0,0.5960297,0.59598416,4.036295,4.191052,0.0,117.91717,-30.864012,299.41336,-48.80479,0.0,-1.554169e-13,4.0362945,4.0362945,4.191052,-0.061381195,1.0,1.0,-0.603874,0.0,0.0,-0.1547322,-30.193737,1.0,4.191052,4.036295,7.2718876e-07,3.086285e-08,1.445042,3.086285e-08,1.0,1.0,1.0
