Time,Battery inverter (Average)1.Control.Imode_control.Pref,Battery inverter (Average)1.Control.Imode_control.Qref,EUT_Interface.Peut_o,EUT_Interface.Qeut_o,MS_S3.uG-P,MS_S3.uG-Q,Battery inverter (Average)1.Control.Imode_control.Idref,Battery inverter (Average)1.Control.Id_out,Battery inverter (Average)1.Control.Imode_control.Iqref,Battery inverter (Average)1.Control.Iq_out,Battery inverter (Average)1.Control.Vd,Battery inverter (Average)1.Control.Vq,EUT_Interface.ia_o,MS_S3.Van_Grid,EUT_Interface.va_o,MS_S2.IA_RMS_Load,MS_S2.Ia_Load,MS_S1.S1_fb,EUT_Interface.Ieut_o,MS_S2.VAn_RMS_Load,Battery inverter (Average)1.Control.Vmode_control.Vt_ref,Battery inverter (Average)1.Control.Vmode_control.Id_ref,Battery inverter (Average)1.Control.Id,Battery inverter (Average)1.Control.wt_Imode,Battery inverter (Average)1.Control.wt_Vmode,MS_S3.Sfb,EUT_Interface.ib_o,EUT_Interface.ic_o,EUT_Interface.vb_o,EUT_Interface.vc_o,Battery inverter (Average)1.Control.Synch.f_match.f_diff,Battery inverter (Average)1.Control.Synch.phase_match.phase_diff,Battery inverter (Average)1.Control.Synch.wt_u,Battery inverter (Average)1.Control.Synch.wt_i,Battery inverter (Average)1.Control.wt_out,Battery inverter (Average)1.Control.Iq,Battery inverter (Average)1.Control.Synch.f_u,Battery inverter (Average)1.Control.Synch.f_i,Battery inverter (Average)1.Control.Vmode_control.internal_frequency.inner_f,Battery inverter (Average)1.Control.Vmode_control.internal_frequency.inn_wt,Battery inverter (Average)1.Control.Imode_control.wt_out,Battery inverter (Average)1.Control.Imode_control.d_wt,Battery inverter (Average)1.Control.Imode_control.Default_A-IDM_APS.f_error,PCC_Control1.CB_faults,PCC_Control1.Fault,PCC_Control1.fault_fpu,PCC_Control1.fault_vpu,PCC_Control1.GFL,Battery inverter (Average)1.Control.Inv_Cab_SM.read_mode.Grid forming,Battery inverter (Average)1.Control.Synch.freq_lock,Battery inverter (Average)1.Control.Synch.phase_lock
-0.295,1.0,0.0,100000.0,-0.00014168164,-90000.46,1.4828793,0.9966538,0.99665385,-9.662958e-09,-7.917503e-08,1.0033574,-9.727953e-09,177.28548,278.1505,278.1505,14.382253,-17.265718,1.0,143.85435,231.71547,1.0,-0.78776854,0.99841857,1.0137278,1.0137278,1.0,-175.98218,-1.3032917,-289.11627,10.96577,-3.515552e-11,1.0553211e-13,1.013728,1.013728,1.0137278,0.039817497,1.0,1.0,1.0,1.0137278,1.0137278,-1.684694e-07,-7.150063e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.2945,1.0,0.0,100000.0,-0.00011889509,-90000.46,1.4828793,0.9966538,0.99665385,-9.6908e-09,-6.313578e-08,1.0033574,-9.755982e-09,190.87935,301.82867,301.82867,14.382253,-18.735662,1.0,143.85435,231.71547,1.0,-0.78778535,0.99841857,1.1708075,1.1708075,1.0,-157.68587,-33.19349,-261.42532,-40.403347,-3.5111e-11,9.7582105e-14,1.1708076,1.1708076,1.1708075,0.039817467,1.0,1.0,1.0,1.1708075,1.1708075,-1.7835967e-07,-7.569819e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.294,1.0,0.0,100000.0,-9.3013354e-05,-90000.46,1.4828793,0.9966538,0.99665385,-9.722551e-09,-1.0707648e-07,1.0033574,-9.7879465e-09,199.77315,318.0748,318.0748,14.382253,-19.744328,1.0,143.85435,231.71547,1.0,-0.7878021,0.99841857,1.327887,1.327887,1.0,-135.50679,-64.26635,-227.29721,-90.777596,-3.4831218e-11,8.935306e-14,1.3278873,1.3278873,1.327887,0.03981748,1.0,1.0,1.0,1.327887,1.327887,-1.8779086e-07,-7.970092e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.2935,1.0,0.0,100000.0,-6.43884e-05,-90000.46,1.4828793,0.9966538,0.99665385,-9.138136e-09,-7.6910176e-08,1.0033574,-9.199599e-09,203.74786,326.48886,326.48886,14.382253,-20.266891,1.0,143.85435,231.71547,1.0,-0.78781885,0.99841857,1.4849666,1.4849668,1.0,-109.991104,-93.75676,-187.57228,-138.9166,-3.42659e-11,8.2737026e-14,1.4849669,1.4849669,1.4849666,0.03981744,1.0,1.0,1.0,1.4849668,1.4849666,-1.96731e-07,-8.349523e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.293,1.0,0.0,100000.0,-3.5087538e-05,-90000.46,1.4828793,0.9966538,0.99665385,-8.813686e-09,-1.2165067e-07,1.0033574,-8.872968e-09,202.70563,326.8637,326.8637,14.382253,-20.29045,1.0,143.85435,231.71547,1.0,-0.78783566,0.9984185,1.6420463,1.6420463,1.0,-81.76706,-120.938576,-143.2287,-183.63501,-3.3734373e-11,7.574978e-14,1.6420466,1.6420466,1.6420463,0.039817467,1.0,1.0,1.0,1.6420463,1.6420463,-2.0518293e-07,-8.708234e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.2925,1.0,0.0,100000.0,-3.1474656e-06,-90000.46,1.4828793,0.9966538,0.99665385,-7.880639e-09,-8.5706894e-08,1.0033574,-7.933646e-09,196.67212,319.1901,319.1901,14.382253,-19.814476,1.0,143.85435,231.71547,1.0,-0.7878524,0.99841857,1.7991259,1.799126,1.0,-51.529644,-145.14247,-95.35835,-223.83173,-3.2981697e-11,6.940648e-14,1.7991261,1.7991261,1.7991259,0.039817445,1.0,1.0,1.0,1.799126,1.7991259,-2.1310896e-07,-9.0446255e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.292,1.0,0.0,100000.0,2.7393515e-05,-90000.46,1.4828793,0.9966538,0.9966538,-7.2844326e-09,-1.0494142e-07,1.0033574,-7.3334285e-09,185.79588,303.65692,303.65692,14.382253,-18.85064,1.0,143.85435,231.71547,1.0,-0.7878692,0.99841857,1.9562056,1.9562056,1.0,-20.023394,-165.77249,-45.139977,-258.51697,-3.078316e-11,6.259854e-14,1.9562057,1.9562057,1.9562056,0.039817467,1.0,1.0,1.0,1.9562056,1.9562056,-2.1991886e-07,-9.333647e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.2915,1.0,0.0,100000.0,5.8904247e-05,-90000.46,1.4828793,0.9966538,0.99665385,-5.8333876e-09,-8.9483386e-08,1.0033574,-5.8726233e-09,170.34474,280.64673,280.64673,14.382253,-17.422712,1.0,143.85435,231.71547,1.0,-0.78788596,0.99841857,2.1132853,2.1132853,1.0,11.975896,-182.32063,6.189908,-286.83664,-2.8448898e-11,5.4841135e-14,2.1132853,2.1132853,2.1132853,0.03981745,1.0,1.0,1.0,2.1132853,2.1132853,-2.2549389e-07,-9.570258e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.291,1.0,0.0,100000.0,8.7681954e-05,-90000.46,1.4828793,0.9966538,0.9966538,-4.7658575e-09,-8.488258e-08,1.0033574,-4.797913e-09,150.69913,250.72609,250.72609,14.382253,-15.565824,1.0,143.85435,231.71547,1.0,-0.7879028,0.9984185,2.2703648,2.270365,1.0,43.6803,-194.37944,57.367367,-308.09348,-2.6333862e-11,4.971181e-14,2.270365,2.270365,2.2703648,0.039817486,1.0,1.0,1.0,2.270365,2.2703648,-2.2992673e-07,-9.758393e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.2905,1.0,0.0,100000.0,0.000117636555,-90000.46,1.4828793,0.9966538,0.9966538,-3.0843466e-09,-7.2269124e-08,1.0033574,-3.1050922e-09,127.34282,214.63173,214.63173,14.382253,-13.325728,1.0,143.85435,231.71547,1.0,-0.7879195,0.99841857,2.4274445,2.4274445,1.0,74.30915,-201.65198,107.13226,-321.764,-2.4376464e-11,4.4072246e-14,2.4274447,2.4274447,2.4274445,0.039817475,1.0,1.0,1.0,2.4274445,2.4274445,-2.3324894e-07,-9.899392e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.29,1.0,0.0,100000.0,0.00014282926,-90000.46,1.4828793,0.9966538,0.9966538,-1.6397328e-09,-8.579981e-08,1.0033574,-1.6507619e-09,100.85091,173.25244,173.25244,14.382253,-10.757549,1.0,143.85435,231.71547,1.0,-0.78793633,0.9984185,2.5845242,2.5845242,1.0,103.10826,-203.95917,154.25919,-327.51163,-2.2397775e-11,3.7663435e-14,2.5845244,2.5845244,2.5845242,0.039817464,1.0,1.0,1.0,2.5845242,2.5845242,-2.3494606e-07,-9.97142e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.2895,1.0,0.0,100000.0,0.0001680175,-90000.46,1.4828793,0.9966538,0.9966538,-7.271278e-11,-8.0588286e-08,1.0033574,-7.3201854e-11,71.8757,127.60708,127.60708,14.382253,-7.9245543,1.0,143.85435,231.71547,1.0,-0.7879531,0.99841857,2.7416036,2.7416039,1.0,129.36852,-201.24422,197.58777,-325.19485,-2.0239315e-11,3.0527037e-14,2.7416039,2.7416039,2.7416036,0.039817505,1.0,1.0,1.0,2.7416039,2.7416036,-2.3503442e-07,-9.975171e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.289,1.0,0.0,100000.0,0.0001859218,-90000.46,1.4755744,0.9966538,0.9966538,1.4999394e-09,-6.173018e-08,1.0033574,1.5100281e-09,41.130684,78.819626,78.819626,14.382253,-4.896482,1.0,143.85435,231.71547,1.0,-0.7879699,0.9984185,2.8986833,2.8986833,1.0,152.44327,-193.57396,236.05106,-314.87067,-1.7058927e-11,2.6270266e-14,2.8986835,2.8986835,2.8986833,0.039817482,1.0,1.0,1.0,2.8986833,2.8986833,-2.3367501e-07,-9.917476e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.2885,1.0,0.0,100000.0,0.0002030416,-90000.46,1.4755744,0.9966538,0.9966538,2.9499203e-09,-2.444517e-08,1.0033574,2.9697618e-09,9.372888,28.091356,28.091354,14.382253,-1.7479001,1.0,143.85435,231.71547,1.0,-0.7879867,0.9984185,3.055763,3.055763,1.0,171.76437,-181.13727,268.702,-296.79337,-1.4302713e-11,2.0448187e-14,3.0557632,3.0557632,3.055763,0.039817512,1.0,1.0,1.0,3.055763,3.055763,-2.3102123e-07,-9.804846e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.288,1.0,0.0,100000.0,0.00021288599,-90000.46,1.4755744,0.9966538,0.9966538,4.6121524e-09,-4.165967e-08,1.0033574,4.6431743e-09,-22.615698,-23.328608,-23.328608,14.382253,1.443659,1.0,143.85435,231.71547,1.0,-0.78800344,0.9984185,3.2128427,3.2128427,1.0,186.85606,-164.24037,294.7366,-271.408,-1.1815531e-11,1.3908777e-14,3.212843,3.212843,3.2128427,0.039817527,1.0,1.0,1.0,3.2128427,3.2128427,-2.2721453e-07,-9.643284e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.2875,1.0,0.0,100000.0,0.00021997979,-90000.46,1.4755744,0.9966538,0.9966538,5.863204e-09,-3.0899884e-08,1.0033574,5.902641e-09,-54.047413,-74.17415,-74.17415,14.382253,4.599618,1.0,143.85435,231.71547,1.0,-0.78802025,0.9984185,3.3699222,3.3699224,1.0,197.34674,-143.29933,313.51382,-239.33966,-9.8272475e-12,8.341782e-15,3.3699224,3.3699224,3.3699222,0.03981756,1.0,1.0,1.0,3.3699224,3.3699222,-2.2212235e-07,-9.427166e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.287,1.0,0.0,100000.0,0.00022120067,-90000.46,1.4755744,0.9966538,0.9966538,7.398886e-09,4.377131e-11,1.0033574,7.4486515e-09,-84.14829,-123.193275,-123.19327,14.382253,7.642253,1.0,143.85435,231.71547,1.0,-0.78803706,0.9984185,3.5270019,3.5270019,1.0,202.97809,-118.829796,324.57126,-201.37799,-7.891637e-12,2.7728265e-15,3.527002,3.527002,3.5270019,0.03981755,1.0,1.0,1.0,3.5270019,3.5270019,-2.1571923e-07,-9.155408e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.2865,1.0,0.0,100000.0,0.0002179425,-90000.46,1.4755744,0.9966538,0.9966538,8.321081e-09,2.515683e-08,1.0033574,8.377049e-09,-112.17717,-169.17897,-169.17897,14.382253,10.496661,1.0,143.85435,231.71547,1.0,-0.7880539,0.9984185,3.6840816,3.6840816,1.0,203.61143,-91.434265,327.63672,-158.45773,-6.1085308e-12,-2.6064008e-15,3.6840818,3.6840818,3.6840816,0.039817583,1.0,1.0,1.0,3.6840816,3.6840816,-2.0782316e-07,-8.820289e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.286,1.0,0.0,100000.0,0.00021020934,-90000.46,1.4755744,0.9966538,0.99665374,9.284998e-09,5.3100994e-08,1.0033574,9.34745e-09,-137.44386,-210.99893,-210.99892,14.382253,13.092543,1.0,143.85435,231.71547,1.0,-0.7880706,0.99841845,3.8411613,3.8411613,1.0,199.23119,-61.787323,322.63464,-111.63572,-6.7709826e-12,-8.011396e-15,3.8411615,3.8411615,3.8411613,0.039817587,1.0,1.0,1.0,3.8411613,3.8411613,-1.9899453e-07,-8.44559e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.2855,1.0,0.0,100000.0,0.00019571268,-90000.46,1.4755744,0.9966538,0.9966538,9.679577e-09,3.811135e-08,1.0033574,9.744683e-09,-159.32625,-247.62338,-247.62338,14.382253,15.365993,1.0,143.85435,231.71547,1.0,-0.7880874,0.9984185,3.9982407,3.9982407,1.0,189.94522,-30.61897,309.68823,-62.064865,-7.301136e-12,-1.432914e-14,3.998241,3.998241,3.9982407,0.039817624,1.0,1.0,1.0,3.9982407,3.9982407,-1.898628e-07,-8.058028e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.285,1.0,0.0,100000.0,0.00017795955,-90000.46,1.4755744,0.9966538,0.9966538,1.0163761e-08,7.2467145e-08,1.0033574,1.0232124e-08,-177.28548,-278.15054,-278.15054,14.382253,17.261015,1.0,143.85435,231.71547,1.0,-0.78810424,0.9984185,4.1553206,4.1553206,1.0,175.98216,1.303321,289.1163,-10.965757,-7.565768e-12,-1.819758e-14,4.1553206,4.1553206,4.1553206,0.039817628,1.0,1.0,1.0,4.1553206,4.1553206,-1.8051335e-07,-7.6612245e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.2845,1.0,0.0,100000.0,0.00015365233,-90000.46,1.4755744,0.9966538,0.9966538,1.0284289e-08,1.0171765e-07,1.0033574,1.0353462e-08,-190.87935,-301.82867,-301.82867,14.382253,18.730959,1.0,143.85435,231.71547,1.0,-0.78812104,0.9984185,4.3124,4.3124,1.0,157.68584,33.19352,261.42535,40.40335,-7.897925e-12,-2.0995199e-14,4.3124003,4.3124003,4.3124,0.039817635,1.0,1.0,1.0,4.3124,4.3124,-1.7102082e-07,-7.2583486e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.284,1.0,0.0,100000.0,0.00012869785,-90000.46,1.4755744,0.9966538,0.99665374,1.0100877e-08,1.0030169e-07,1.0033574,1.0168816e-08,-199.77315,-318.07483,-318.07483,14.382253,19.739626,1.0,143.85435,231.71547,1.0,-0.78813785,0.9984185,4.4694796,4.4694796,1.0,135.50676,64.26638,227.29723,90.7776,-8.7095504e-12,-2.4300144e-14,4.46948,4.46948,4.4694796,0.03981765,1.0,1.0,1.0,4.4694796,4.4694796,-1.6144598e-07,-6.8519803e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.2835,1.0,0.0,100000.0,9.833091e-05,-90000.46,1.4755744,0.9966538,0.99665374,9.877729e-09,1.1364538e-07,1.0033574,9.944168e-09,-203.74785,-326.4889,-326.4889,14.382253,20.262186,1.0,143.85435,231.71547,1.0,-0.78815466,0.99841845,4.6265593,4.6265593,1.0,109.99106,93.7568,187.5723,138.91661,-1.0005483e-11,-2.7845219e-14,4.6265597,4.6265597,4.6265593,0.039817676,1.0,1.0,1.0,4.6265593,4.6265593,-1.5186609e-07,-6.445397e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.283,1.0,0.0,100000.0,6.670945e-05,-90000.46,1.4755744,0.9966538,0.9966538,9.072349e-09,1.0030428e-07,1.0033574,9.133371e-09,-202.70561,-326.86374,-326.86374,14.382253,20.285751,1.0,143.85435,231.71547,1.0,-0.78817147,0.99841845,4.783639,4.783639,1.0,81.76701,120.93861,143.22873,183.63503,-1.15076e-11,-3.1310566e-14,4.783639,4.783639,4.783639,0.03981769,1.0,1.0,1.0,4.783639,4.783639,-1.4280585e-07,-6.0608687e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.2825,1.0,0.0,100000.0,3.374189e-05,-90000.46,1.4755744,0.9966538,0.9966538,8.364349e-09,1.4224504e-07,1.0033574,8.420609e-09,-196.6721,-319.19012,-319.19012,14.382253,19.809776,1.0,143.85435,231.71547,1.0,-0.7881882,0.9984185,4.9407187,4.9407187,1.0,51.5296,145.1425,95.35838,223.83174,-1.3255252e-11,-3.4469108e-14,4.9407187,4.9407187,4.9407187,0.039817672,1.0,1.0,1.0,4.9407187,4.9407187,-1.3463453e-07,-5.714067e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.282,1.0,0.0,100000.0,-6.6719844e-07,-90000.46,1.4755744,0.9966538,0.99665374,6.927305e-09,1.1207737e-07,1.0033574,6.973899e-09,-185.79585,-303.65698,-303.65695,14.382253,18.845943,1.0,143.85435,231.71547,1.0,-0.788205,0.9984185,5.0977983,5.0977983,1.0,20.02335,165.7725,45.14,258.51697,-1.4708052e-11,-4.0606465e-14,5.0977983,5.0977983,5.0977983,0.03981768,1.0,1.0,1.0,5.0977983,5.0977983,-1.2730264e-07,-5.402892e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.2815,1.0,0.0,100000.0,-3.4256784e-05,-90000.46,1.4755744,0.9966538,0.9966538,5.88461e-09,1.2834937e-07,1.0033574,5.924191e-09,-170.34471,-280.64676,-280.64676,14.382253,17.418015,1.0,143.85435,231.71547,1.0,-0.78822184,0.9984185,5.254878,5.254878,1.0,-11.975939,182.32065,-6.189883,286.83667,-1.6008743e-11,-4.175218e-14,5.254878,5.254878,5.254878,0.03981767,1.0,1.0,1.0,5.254878,5.254878,-1.2122975e-07,-5.14515e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.281,1.0,0.0,100000.0,-6.7411645e-05,-90000.46,1.4755744,0.9966538,0.99665374,4.286516e-09,1.04382444e-07,1.0033574,4.3153476e-09,-150.69911,-250.72614,-250.72614,14.382253,15.561131,1.0,143.85435,231.71547,1.0,-0.78823864,0.9984185,5.4119577,5.4119577,1.0,-43.68034,194.37944,-57.367344,308.09348,-1.683069e-11,-4.3066143e-14,5.4119577,5.4119577,5.4119577,0.039817646,1.0,1.0,1.0,5.4119577,5.4119577,-1.1668806e-07,-4.952395e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
