Time,Fg_Input,MS_S3.Freq_Grid,MS_S3.Sfb,MS_S3.VAn_RMS_Grid,MS_S3.Van_Grid,PCC_Control1.CB_faults,PCC_Control1.Fault,PCC_Control1.fault_fpu,PCC_Control1.fault_vpu,Vg_Input
0.046,1.0,49.988415,1.0,277.7987,-289.03125,0.0,1.0,0.9997683,1.2029037,1.2
0.0465,1.0,49.988857,1.0,277.7987,-243.8295,0.0,1.0,0.99977714,1.2029037,1.2
0.047,1.0,49.989292,1.0,277.7987,-192.62415,0.0,1.0,0.99978584,1.2029037,1.2
0.0475,1.0,49.989723,1.0,277.7987,-136.67613,0.0,1.0,0.9997944,1.2029037,1.2
0.048,1.0,49.990147,1.0,277.7987,-77.36278,0.0,1.0,0.99980295,1.2029037,1.2
0.0485,1.0,49.990566,1.0,277.7987,-16.144644,0.0,1.0,0.99981135,1.2029037,1.2
0.049,1.0,49.990982,1.0,277.7987,45.47107,0.0,1.0,0.99981964,1.2029037,1.2
0.0495,1.0,49.99139,1.0,277.7987,105.96723,0.0,1.0,0.9998278,1.2029037,1.2
0.05,1.0,49.99179,1.0,277.7987,163.85423,0.0,1.0,0.99983585,1.2029037,1.2
0.0505,1.0,49.992188,1.0,277.7987,217.70686,0.0,1.0,0.9998438,1.2029037,1.2
0.051,1.0,49.99258,1.0,277.7987,266.19913,0.0,1.0,0.9998516,1.2029037,1.2
0.0515,1.0,49.99296,1.0,277.7987,308.13705,0.0,1.0,0.9998593,1.2029037,1.2
0.052,1.0,49.993343,1.0,277.7987,342.48795,0.0,1.0,0.99986684,1.2029037,1.2
0.0525,1.0,49.993713,1.0,277.7987,368.4061,0.0,1.0,0.9998743,1.2029037,1.2
0.053,1.0,49.99408,1.0,277.7987,385.2532,0.0,1.0,0.9998816,1.2029037,1.2
0.0535,1.0,49.994442,1.0,277.7987,392.61462,0.0,1.0,0.99988884,1.2029037,1.2
0.054,1.0,49.994797,1.0,277.7987,390.30887,0.0,1.0,0.99989593,1.2029037,1.2
0.0545,1.0,49.995144,1.0,277.7987,378.39285,0.0,1.0,0.9999029,1.2029037,1.2
0.055,1.0,49.995487,1.0,277.7987,357.15997,0.0,1.0,0.9999097,1.2029037,1.2
0.0555,1.0,49.99582,1.0,277.7987,327.13287,0.0,1.0,0.99991643,1.2029037,1.2
0.056,1.0,49.99615,1.0,277.7987,289.05103,0.0,1.0,0.999923,1.2029037,1.2
0.0565,1.0,49.99647,1.0,277.7987,243.85202,0.0,1.0,0.9999294,1.2029037,1.2
0.057,1.0,49.996788,1.0,277.7987,192.6488,0.0,1.0,0.99993575,1.2029037,1.2
0.0575,1.0,49.997097,1.0,277.7987,136.70206,0.0,1.0,0.99994195,1.2029037,1.2
0.058,1.0,49.997402,1.0,277.7987,77.38937,0.0,1.0,0.999948,1.2029037,1.2
0.0585,1.0,49.997696,1.0,277.8349,16.17116,0.0,1.0,0.999954,1.2030604,1.2
0.059,1.0,49.99799,1.0,277.8349,-45.445198,0.0,1.0,0.99995977,1.2030604,1.2
0.0595,1.0,49.998272,1.0,277.8349,-105.94265,0.0,1.0,0.9999654,1.2030604,1.2
0.06,1.0,49.99855,1.0,277.8349,-163.83148,0.0,1.0,0.999971,1.2030604,1.2
0.0605,1.0,49.99882,1.0,277.8349,-217.68628,0.0,1.0,0.9999764,1.2030604,1.2
0.061,1.0,49.999084,1.0,277.8349,-266.18115,0.0,1.0,0.9999817,1.2030604,1.2
0.0615,1.0,49.999344,1.0,277.8349,-308.1219,0.0,1.0,0.9999869,1.2030604,1.2
0.062,1.0,49.999596,1.0,277.8349,-342.4759,0.0,1.0,0.9999919,1.2030604,1.2
0.0625,1.0,49.99984,1.0,277.8349,-368.39716,0.0,1.0,0.9999968,1.2030604,1.2
0.063,1.0,50.00008,1.0,277.8349,-385.2475,0.0,1.0,1.0000015,1.2030604,1.2
0.0635,1.0,50.000313,1.0,277.8349,-392.612,0.0,1.0,1.0000062,1.2030604,1.2
0.064,1.0,50.000538,1.0,277.8349,-390.3093,0.0,1.0,1.0000107,1.2030604,1.2
0.0645,1.0,50.00076,1.0,277.8349,-378.3961,0.0,1.0,1.0000151,1.2030604,1.2
0.065,1.0,50.000973,1.0,277.8349,-357.1657,0.0,1.0,1.0000194,1.2030604,1.2
0.0655,1.0,50.00118,1.0,277.8349,-327.14096,0.0,1.0,1.0000236,1.2030604,1.2
0.066,1.0,50.00138,1.0,277.8349,-289.06097,0.0,1.0,1.0000277,1.2030604,1.2
0.0665,1.0,50.001575,1.0,277.8349,-243.86363,0.0,1.0,1.0000315,1.2030604,1.2
0.067,1.0,50.001762,1.0,277.8349,-192.66154,0.0,1.0,1.0000353,1.2030604,1.2
0.0675,1.0,50.001945,1.0,277.8349,-136.7157,0.0,1.0,1.000039,1.2030604,1.2
0.068,1.0,50.002125,1.0,277.8349,-77.40346,0.0,1.0,1.0000424,1.2030604,1.2
