Time,Fg_Input,MS_S3.Freq_Grid,MS_S3.Sfb,MS_S3.VAn_RMS_Grid,MS_S3.Van_Grid,PCC_Control1.CB_faults,PCC_Control1.Fault,PCC_Control1.fault_fpu,PCC_Control1.fault_vpu,Vg_Input
0.3975,0.93,46.50008,1.0,231.80421,262.63162,0.0,11.0,0.9300016,1.0037417,1.0
0.398,0.93,46.500084,1.0,231.80421,288.39224,0.0,11.0,0.9300017,1.0037417,1.0
0.3985,0.93,46.500088,1.0,231.80421,308.0097,0.0,11.0,0.93000174,1.0037417,1.0
0.399,0.93,46.500088,1.0,231.80421,321.06604,0.0,11.0,0.9300018,1.0037417,1.0
0.3995,0.93,46.50009,1.0,231.80421,327.28308,0.0,11.0,0.9300018,1.0037417,1.0
0.4,0.93,46.500095,1.0,231.80421,326.52728,0.0,11.0,0.93000185,1.0037417,1.0
0.4005,0.93,46.500095,1.0,231.80421,318.81583,0.0,11.0,0.9300019,1.0037417,1.0
0.401,0.93,46.5001,1.0,231.80421,304.31287,0.0,11.0,0.930002,1.0037417,1.0
0.4015,0.93,46.5001,1.0,231.80365,283.32788,0.0,11.0,0.93000203,1.0037392,1.0
0.402,0.93,46.500103,1.0,231.80365,256.30652,0.0,11.0,0.93000203,1.0037392,1.0
0.4025,0.93,46.500103,1.0,231.80365,223.82506,0.0,11.0,0.9300021,1.0037392,1.0
0.403,0.93,46.500107,1.0,231.80365,186.57558,0.0,11.0,0.93000215,1.0037392,1.0
0.4035,0.93,46.500107,1.0,231.80365,145.35231,0.0,11.0,0.93000215,1.0037392,1.0
0.404,0.93,46.50011,1.0,231.80365,101.0322,0.0,11.0,0.9300022,1.0037392,1.0
0.4045,0.93,46.50011,1.0,231.80365,54.55956,0.0,11.0,0.9300022,1.0037392,1.0
0.405,0.93,46.50011,1.0,231.80365,6.924465,0.0,11.0,0.9300023,1.0037392,1.0
0.4055,0.93,46.500114,1.0,231.80365,-40.85746,0.0,11.0,0.9300023,1.0037392,1.0
